hourly_date,winds,rainfall_mm,snowfall_mm
2016-01-06 00:00:00,0.7166666666666665,-0.0033333333333333335,14.2
2016-01-06 01:00:00,0.51,-0.013000000000000001,14.166666666666666
2016-01-06 02:00:00,0.32999999999999996,-0.007000000000000001,14.300000000000002
2016-01-06 03:00:00,0.18,-0.014000000000000002,14.266666666666666
2016-01-06 04:00:00,0.3,0.008,14.233333333333334
2016-01-06 05:00:00,0.33999999999999997,0.008,14.233333333333334
2016-01-06 06:00:00,0.6099999999999999,0.01,14.266666666666666
2016-01-06 07:00:00,0.6299999999999999,0.019999999999999997,14.733333333333334
2016-01-06 08:00:00,0.8799999999999999,0.004,15.6
2016-01-06 09:00:00,1.02,0.021,16.76666666666667
2016-01-06 10:00:00,1.2399999999999998,0.0,16.900000000000002
2016-01-06 11:00:00,1.23,-0.003,18.599999999999998
2016-01-06 12:00:00,1.9700000000000002,-0.009,19.2
2016-01-06 13:00:00,2.0900000000000003,0.008,20.3
2016-01-06 14:00:00,1.9,-0.009000000000000001,21.266666666666666
2016-01-06 15:00:00,1.73,0.013000000000000001,22.366666666666664
2016-01-06 16:00:00,1.4100000000000001,0.02,21.833333333333332
2016-01-06 17:00:00,0.86,0.016,20.5
2016-01-06 18:00:00,1.21,0.016999999999999998,20.866666666666667
2016-01-06 19:00:00,1.2499999999999998,0.015000000000000003,22.633333333333336
2016-01-06 20:00:00,1.4400000000000002,0.0010000000000000002,20.233333333333334
2016-01-06 21:00:00,1.2,0.0,18.599999999999998
2016-01-06 22:00:00,0.5599999999999999,0.006,17.866666666666664
2016-01-06 23:00:00,0.43000000000000005,0.0,15.966666666666667
2016-01-07 00:00:00,0.0,0.008333333333333333,20.4
2016-01-07 01:00:00,0.0,0.006999999999999999,19.7
2016-01-07 02:00:00,0.0,0.0,19.0
2016-01-07 03:00:00,0.0,-0.001,18.633333333333333
2016-01-07 04:00:00,0.06,0.001,18.266666666666666
2016-01-07 05:00:00,0.06,0.001,17.7
2016-01-07 06:00:00,0.06,0.002,17.566666666666666
2016-01-07 07:00:00,0.0,0.015,18.766666666666666
2016-01-07 08:00:00,0.09,0.015000000000000003,22.900000000000002
2016-01-07 09:00:00,0.5,0.012,25.066666666666666
2016-01-07 10:00:00,0.9700000000000001,0.002,25.900000000000002
2016-01-07 11:00:00,1.09,-0.001,27.8
2016-01-07 12:00:00,1.3399999999999999,0.003,28.53333333333333
2016-01-07 13:00:00,1.0699999999999998,0.004,29.5
2016-01-07 14:00:00,0.9000000000000001,-0.005,28.933333333333334
2016-01-07 15:00:00,1.01,0.013000000000000001,30.633333333333336
2016-01-07 16:00:00,1.0100000000000002,0.019,28.53333333333333
2016-01-07 17:00:00,0.67,0.022,29.53333333333333
2016-01-07 18:00:00,0.5,0.013000000000000001,28.866666666666664
2016-01-07 19:00:00,0.6099999999999999,0.007000000000000001,30.833333333333332
2016-01-07 20:00:00,0.4899999999999999,0.012,27.766666666666666
2016-01-07 21:00:00,0.48,0.02,25.600000000000005
2016-01-07 22:00:00,0.32,0.026000000000000002,24.599999999999998
2016-01-07 23:00:00,0.06,0.025,24.03333333333333
2016-01-08 00:00:00,0.15,0.035,19.5
2016-01-08 01:00:00,0.32,0.003,18.9
2016-01-08 02:00:00,0.5800000000000001,0.003,19.433333333333334
2016-01-08 03:00:00,0.78,0.003,19.733333333333334
2016-01-08 04:00:00,0.9600000000000002,0.0,19.599999999999998
2016-01-08 05:00:00,0.8399999999999999,0.003,19.366666666666664
2016-01-08 06:00:00,0.43,0.002,19.466666666666665
2016-01-08 07:00:00,0.3,0.004,19.133333333333333
2016-01-08 08:00:00,0.0,0.002,20.8
2016-01-08 09:00:00,0.05,-0.002,24.3
2016-01-08 10:00:00,0.51,-0.002,26.46666666666667
2016-01-08 11:00:00,0.7,-0.006,27.933333333333334
2016-01-08 12:00:00,1.29,-0.006,29.233333333333334
2016-01-08 13:00:00,1.27,-0.009,30.333333333333332
2016-01-08 14:00:00,1.1,-0.006,28.266666666666666
2016-01-08 15:00:00,1.05,-0.006,29.666666666666668
2016-01-08 16:00:00,1.61,-0.006999999999999999,31.0
2016-01-08 17:00:00,1.4300000000000002,-0.004,31.2
2016-01-08 18:00:00,1.7600000000000002,-0.006,30.8
2016-01-08 19:00:00,1.6200000000000003,-0.005,29.3
2016-01-08 20:00:00,0.8700000000000003,-0.003,26.733333333333334
2016-01-08 21:00:00,0.6,0.003,24.46666666666667
2016-01-08 22:00:00,0.31999999999999995,0.003,22.866666666666664
2016-01-08 23:00:00,0.6299999999999999,0.001,23.73333333333333
2016-01-09 00:00:00,0.0,-0.0016666666666666668,20.1
2016-01-09 01:00:00,0.12,-0.003,19.599999999999998
2016-01-09 02:00:00,0.16,-0.003,19.266666666666666
2016-01-09 03:00:00,0.09,-0.002,18.900000000000002
2016-01-09 04:00:00,0.1,-0.003,18.533333333333335
2016-01-09 05:00:00,0.18,0.0,18.5
2016-01-09 06:00:00,0.26,0.0,18.766666666666666
2016-01-09 07:00:00,0.26999999999999996,-0.001,18.333333333333332
2016-01-09 08:00:00,0.31999999999999995,-0.005,20.033333333333335
2016-01-09 09:00:00,0.7,-0.01,24.566666666666666
2016-01-09 10:00:00,1.0699999999999998,-0.008,26.3
2016-01-09 11:00:00,1.22,-0.01,27.933333333333334
2016-01-09 12:00:00,1.5299999999999998,-0.01,29.266666666666666
2016-01-09 13:00:00,1.83,-0.007000000000000001,29.366666666666664
2016-01-09 14:00:00,1.5199999999999998,0.004,30.633333333333336
2016-01-09 15:00:00,1.48,-0.005,31.599999999999998
2016-01-09 16:00:00,1.42,-0.002,32.23333333333333
2016-01-09 17:00:00,1.41,-0.004,31.966666666666665
2016-01-09 18:00:00,1.25,0.011,30.333333333333332
2016-01-09 19:00:00,0.8299999999999998,-0.003,28.5
2016-01-09 20:00:00,0.27,-0.002,25.2
2016-01-09 21:00:00,0.13000000000000003,0.001,23.133333333333336
2016-01-09 22:00:00,0.12,0.003,22.266666666666666
2016-01-09 23:00:00,0.2,0.003,21.53333333333333
2016-01-10 00:00:00,0.03333333333333333,0.0,14.7
2016-01-10 01:00:00,0.19000000000000003,0.001,15.4
2016-01-10 02:00:00,0.48,0.005,15.933333333333332
2016-01-10 03:00:00,0.7,0.001,14.866666666666667
2016-01-10 04:00:00,0.5200000000000001,0.002,14.1
2016-01-10 05:00:00,0.79,0.001,14.299999999999999
2016-01-10 06:00:00,0.5999999999999999,0.005,14.333333333333334
2016-01-10 07:00:00,0.6799999999999999,0.007000000000000001,13.966666666666667
2016-01-10 08:00:00,0.7,0.007000000000000001,14.266666666666666
2016-01-10 09:00:00,0.8099999999999999,0.006,16.400000000000002
2016-01-10 10:00:00,0.8700000000000001,0.008,18.03333333333333
2016-01-10 11:00:00,0.9099999999999999,0.011,19.833333333333332
2016-01-10 12:00:00,1.1300000000000001,0.011,19.6
2016-01-10 13:00:00,1.3699999999999999,0.008,19.8
2016-01-10 14:00:00,1.13,0.002,19.6
2016-01-10 15:00:00,0.8299999999999998,0.015,19.733333333333334
2016-01-10 16:00:00,0.8,0.01,19.333333333333332
2016-01-10 17:00:00,0.8400000000000001,0.013000000000000001,19.166666666666668
2016-01-10 18:00:00,0.7899999999999999,0.012,19.066666666666666
2016-01-10 19:00:00,0.7500000000000001,0.009,18.099999999999998
2016-01-10 20:00:00,0.26,0.012,16.633333333333336
2016-01-10 21:00:00,0.14,0.012,15.4
2016-01-10 22:00:00,0.7,0.012,16.366666666666667
2016-01-10 23:00:00,0.55,0.009,16.5
2016-01-11 00:00:00,0.15,-0.0033333333333333335,10.2
2016-01-11 01:00:00,0.65,0.0,10.166666666666666
2016-01-11 02:00:00,0.61,0.0,9.966666666666667
2016-01-11 03:00:00,0.6200000000000001,0.0,9.9
2016-01-11 04:00:00,0.44000000000000006,0.003,9.966666666666667
2016-01-11 05:00:00,0.3,0.003,10.2
2016-01-11 06:00:00,0.44000000000000006,0.003,10.166666666666666
2016-01-11 07:00:00,0.5399999999999999,0.0,9.966666666666667
2016-01-11 08:00:00,0.68,0.0,10.200000000000001
2016-01-11 09:00:00,1.1300000000000001,-0.006,10.966666666666667
2016-01-11 10:00:00,1.2500000000000002,0.002,11.700000000000001
2016-01-11 11:00:00,1.34,0.006,12.533333333333333
2016-01-11 12:00:00,1.48,0.008,13.266666666666666
2016-01-11 13:00:00,1.43,0.003,13.966666666666667
2016-01-11 14:00:00,1.27,0.006,14.566666666666668
2016-01-11 15:00:00,1.3900000000000001,0.005,14.566666666666668
2016-01-11 16:00:00,1.2399999999999998,0.006,13.333333333333334
2016-01-11 17:00:00,1.21,0.002,12.200000000000001
2016-01-11 18:00:00,0.95,0.002,11.233333333333334
2016-01-11 19:00:00,0.8799999999999999,0.003,11.466666666666667
2016-01-11 20:00:00,1.06,0.0,11.533333333333333
2016-01-11 21:00:00,1.0799999999999996,0.0,11.366666666666667
2016-01-11 22:00:00,1.02,0.0,11.133333333333333
2016-01-11 23:00:00,0.99,-0.003,11.033333333333333
2016-01-12 00:00:00,0.3833333333333333,0.0033333333333333335,0.6
2016-01-12 01:00:00,0.6,-0.001,1.6333333333333335
2016-01-12 02:00:00,0.86,0.005,1.6666666666666667
2016-01-12 03:00:00,0.8700000000000001,0.006,1.3333333333333333
2016-01-12 04:00:00,0.9099999999999999,0.004,1.0666666666666667
2016-01-12 05:00:00,0.86,0.006,0.9666666666666668
2016-01-12 06:00:00,0.55,0.006,-0.39999999999999997
2016-01-12 07:00:00,0.4800000000000001,0.008,-0.5666666666666667
