,time,temp,winds,rainfall_mm,snowfall_mm
0,2018-01-01 00:00:00,1.0400000000000205,0.36666666666666664,-0.01,2.6
1,2018-01-01 01:00:00,1.0900000000000318,0.5900000000000001,0.009000000000000001,2.6
2,2018-01-01 02:00:00,1.0500000000000114,0.45,0.008000000000000002,2.2666666666666666
3,2018-01-01 03:00:00,0.8900000000000432,0.4,0.006,2.2666666666666666
4,2018-01-01 04:00:00,0.7300000000000182,0.78,-0.011,2.3
5,2018-01-01 05:00:00,0.7800000000000296,0.5499999999999999,-0.014000000000000002,2.1333333333333333
6,2018-01-01 06:00:00,0.8300000000000409,0.63,-0.011,2.1666666666666665
7,2018-01-01 07:00:00,1.0,1.2199999999999998,-0.014000000000000002,2.3333333333333335
8,2018-01-01 08:00:00,1.2700000000000387,1.4000000000000001,-0.012,2.0
9,2018-01-01 09:00:00,1.2800000000000296,0.95,-0.012,2.433333333333333
10,2018-01-01 10:00:00,1.9800000000000182,0.7099999999999999,-0.012,3.3333333333333335
11,2018-01-01 11:00:00,2.7700000000000387,0.78,-0.013000000000000001,4.666666666666667
12,2018-01-01 12:00:00,3.82000000000005,1.0499999999999998,-0.008,6.333333333333333
13,2018-01-01 13:00:00,4.1299999999999955,1.4700000000000002,-0.009,6.166666666666667
14,2018-01-01 14:00:00,4.830000000000041,1.5699999999999998,-0.009,5.366666666666667
15,2018-01-01 15:00:00,4.520000000000039,1.02,-0.01,4.566666666666666
16,2018-01-01 16:00:00,3.240000000000009,0.85,-0.009,3.8333333333333335
17,2018-01-01 17:00:00,2.9500000000000455,0.99,-0.011,4.066666666666666
18,2018-01-01 18:00:00,2.2200000000000273,1.4899999999999998,-0.015000000000000003,4.133333333333334
19,2018-01-01 19:00:00,2.0100000000000477,1.3099999999999998,-0.019,3.733333333333333
20,2018-01-01 20:00:00,1.7100000000000364,1.5599999999999996,-0.015,3.4333333333333336
21,2018-01-01 21:00:00,1.2000000000000455,1.0899999999999999,-0.016,3.1
22,2018-01-01 22:00:00,0.8400000000000318,0.8500000000000002,-0.016999999999999998,3.033333333333333
23,2018-01-01 23:00:00,1.910000000000025,0.8200000000000001,-0.019,3.1333333333333333
24,2018-01-02 00:00:00,3.1000000000000227,0.6666666666666666,-0.01,3.1
25,2018-01-02 01:00:00,2.6000000000000227,0.7000000000000001,-0.015,2.9333333333333336
26,2018-01-02 02:00:00,2.3700000000000045,1.3900000000000001,-0.012,2.6666666666666665
27,2018-01-02 03:00:00,2.430000000000007,1.1999999999999997,-0.018,1.6333333333333335
28,2018-01-02 04:00:00,1.490000000000009,1.1600000000000001,-0.014000000000000002,1.4666666666666668
29,2018-01-02 05:00:00,1.160000000000025,1.3399999999999999,-0.007000000000000001,3.8333333333333335
30,2018-01-02 06:00:00,2.4500000000000455,0.9999999999999998,0.001,3.5666666666666664
31,2018-01-02 07:00:00,2.8000000000000114,0.69,0.004,2.8666666666666667
32,2018-01-02 08:00:00,4.680000000000007,0.9399999999999998,-0.003999999999999999,3.233333333333333
33,2018-01-02 09:00:00,7.32000000000005,0.8299999999999998,0.001,4.533333333333334
34,2018-01-02 10:00:00,9.680000000000007,1.58,-0.005,8.833333333333334
35,2018-01-02 11:00:00,10.700000000000045,2.94,-0.014000000000000002,13.133333333333333
36,2018-01-02 12:00:00,12.82000000000005,3.0799999999999996,-0.01,14.4
37,2018-01-02 13:00:00,11.879999999999995,2.2800000000000002,-0.007000000000000001,15.4
38,2018-01-02 14:00:00,11.590000000000032,3.1399999999999997,-0.006999999999999999,15.5
39,2018-01-02 15:00:00,10.720000000000027,2.5600000000000005,-0.013000000000000001,14.200000000000001
40,2018-01-02 16:00:00,9.050000000000011,1.29,-0.005,11.5
41,2018-01-02 17:00:00,6.140000000000043,0.95,-0.006,9.5
42,2018-01-02 18:00:00,4.760000000000048,0.51,-0.007000000000000001,7.0
43,2018-01-02 19:00:00,4.5,0.45,-0.008,5.766666666666666
44,2018-01-02 20:00:00,2.580000000000041,0.26999999999999996,-0.009,4.766666666666667
45,2018-01-02 21:00:00,3.6000000000000227,0.5299999999999999,-0.006,5.5
46,2018-01-02 22:00:00,3.2100000000000364,0.4,-0.017,4.5
47,2018-01-02 23:00:00,2.8500000000000227,0.13,-0.01,3.6666666666666665
48,2018-01-03 00:00:00,2.7700000000000387,0.13333333333333333,-0.008333333333333333,3.0
49,2018-01-03 01:00:00,2.0500000000000114,0.56,-0.01,3.3666666666666667
50,2018-01-03 02:00:00,1.5900000000000318,0.5599999999999999,-0.016999999999999998,3.1666666666666665
51,2018-01-03 03:00:00,1.7000000000000455,0.51,-0.015,2.3
52,2018-01-03 04:00:00,0.4399999999999977,0.38,-0.015000000000000003,1.8
53,2018-01-03 05:00:00,0.8300000000000409,0.58,-0.003,1.3
54,2018-01-03 06:00:00,0.9200000000000159,0.8099999999999998,0.006,2.1333333333333333
55,2018-01-03 07:00:00,0.17000000000001592,0.76,0.006,1.5666666666666664
56,2018-01-03 08:00:00,0.18999999999999773,0.9000000000000001,-0.002,2.0666666666666664
57,2018-01-03 09:00:00,2.2600000000000477,0.99,-0.006999999999999999,4.3
58,2018-01-03 10:00:00,3.3700000000000045,0.9,-0.005,5.766666666666667
59,2018-01-03 11:00:00,4.150000000000034,1.29,-0.008,6.433333333333333
60,2018-01-03 12:00:00,4.720000000000027,1.7100000000000002,-0.007000000000000001,5.8
61,2018-01-03 13:00:00,4.840000000000032,1.45,-0.017,8.0
62,2018-01-03 14:00:00,6.550000000000011,1.44,-0.016,7.3
63,2018-01-03 15:00:00,7.490000000000009,1.43,-0.018,6.866666666666667
64,2018-01-03 16:00:00,7.050000000000011,1.65,-0.015,6.1000000000000005
65,2018-01-03 17:00:00,4.32000000000005,1.4199999999999997,-0.014000000000000002,5.466666666666666
66,2018-01-03 18:00:00,4.900000000000034,1.36,-0.009,5.3
67,2018-01-03 19:00:00,3.840000000000032,1.1400000000000001,-0.008,5.400000000000001
68,2018-01-03 20:00:00,4.03000000000003,1.4600000000000004,-0.01,5.866666666666667
69,2018-01-03 21:00:00,4.490000000000009,1.5199999999999998,-0.007000000000000001,5.733333333333333
70,2018-01-03 22:00:00,6.53000000000003,1.83,-0.01,6.8999999999999995
71,2018-01-03 23:00:00,8.100000000000023,2.5599999999999996,-0.006,8.766666666666666
72,2018-01-04 00:00:00,8.260000000000048,2.466666666666667,-0.0033333333333333335,10.8
73,2018-01-04 01:00:00,8.460000000000036,3.45,-0.009,10.466666666666667
74,2018-01-04 02:00:00,8.629999999999995,3.12,-0.006999999999999999,10.766666666666666
75,2018-01-04 03:00:00,6.57000000000005,1.89,-0.013000000000000001,9.466666666666667
76,2018-01-04 04:00:00,6.170000000000016,0.7999999999999999,-0.012,7.166666666666667
77,2018-01-04 05:00:00,5.480000000000018,0.53,-0.013000000000000001,6.2
78,2018-01-04 06:00:00,5.210000000000036,0.5199999999999999,-0.011,5.2
79,2018-01-04 07:00:00,2.430000000000007,0.66,-0.012,4.633333333333334
80,2018-01-04 08:00:00,3.4700000000000273,0.6900000000000002,-0.012,3.9
81,2018-01-04 09:00:00,5.82000000000005,0.9099999999999999,-0.002,6.1000000000000005
82,2018-01-04 10:00:00,7.07000000000005,1.02,-0.005,7.233333333333333
83,2018-01-04 11:00:00,8.100000000000023,0.8800000000000001,-0.006,9.1
84,2018-01-04 12:00:00,9.220000000000027,1.29,-0.009,10.766666666666666
85,2018-01-04 13:00:00,9.020000000000039,1.2899999999999998,-0.008,12.066666666666668
86,2018-01-04 14:00:00,9.230000000000018,1.1,-0.009,12.633333333333333
87,2018-01-04 15:00:00,9.270000000000039,0.9199999999999999,-0.005,10.566666666666668
88,2018-01-04 16:00:00,7.960000000000036,0.6599999999999999,-0.006,9.666666666666666
89,2018-01-04 17:00:00,5.260000000000048,1.02,-0.003,8.733333333333333
90,2018-01-04 18:00:00,4.560000000000002,1.0699999999999998,-0.004,7.833333333333333
91,2018-01-04 19:00:00,3.2700000000000387,0.7300000000000001,-0.002,6.433333333333333
92,2018-01-04 20:00:00,2.0400000000000205,0.58,-0.002,6.1000000000000005
93,2018-01-04 21:00:00,3.150000000000034,0.49000000000000005,0.001,4.433333333333334
94,2018-01-04 22:00:00,3.1899999999999977,0.9000000000000001,-0.003,4.333333333333333
95,2018-01-04 23:00:00,1.8000000000000114,0.62,-0.001,3.2999999999999994
96,2018-01-05 00:00:00,2.7100000000000364,0.5499999999999999,-0.0016666666666666668,4.6
97,2018-01-05 01:00:00,1.740000000000009,0.4499999999999999,-0.003,4.566666666666666
98,2018-01-05 02:00:00,2.8700000000000045,0.56,-0.003,4.466666666666667
99,2018-01-05 03:00:00,3.680000000000007,0.9299999999999999,-0.003,4.533333333333333
100,2018-01-05 04:00:00,4.020000000000039,1.01,-0.003,4.533333333333333
101,2018-01-05 05:00:00,4.1200000000000045,1.07,-0.003,4.5
102,2018-01-05 06:00:00,4.160000000000025,0.6399999999999999,-0.003,4.566666666666666
103,2018-01-05 07:00:00,3.240000000000009,0.8500000000000002,-0.001,5.066666666666666
104,2018-01-05 08:00:00,3.080000000000041,0.9899999999999999,-0.003,4.733333333333333
105,2018-01-05 09:00:00,3.8100000000000023,0.8099999999999999,-0.003,4.566666666666666
106,2018-01-05 10:00:00,4.210000000000036,0.55,-0.003,5.233333333333333
107,2018-01-05 11:00:00,4.260000000000048,0.7300000000000001,-0.003,5.2
108,2018-01-05 12:00:00,4.600000000000023,0.6499999999999999,-0.003,5.3
109,2018-01-05 13:00:00,4.260000000000048,0.6100000000000001,0.0,5.466666666666666
110,2018-01-05 14:00:00,4.310000000000002,0.93,0.0,5.3
111,2018-01-05 15:00:00,3.8100000000000023,0.78,0.02,5.1
112,2018-01-05 16:00:00,3.6000000000000227,1.04,0.02,4.933333333333334
113,2018-01-05 17:00:00,3.490000000000009,0.9,0.0,4.7
114,2018-01-05 18:00:00,3.160000000000025,0.8299999999999998,0.04,5.033333333333333
115,2018-01-05 19:00:00,2.8799999999999955,0.62,0.017,5.066666666666666
116,2018-01-05 20:00:00,3.420000000000016,0.7,0.019,5.2
117,2018-01-05 21:00:00,4.010000000000048,0.36,0.02,5.266666666666667
